!Agilent Technologies,E4990A,MY54201829,A.02.20
!Date: Thu Nov 04 14:24:30 2021

BEGIN CH1_DATA
Frequency(Hz), |Z|(Ohm)-data, theta-z(deg)-data
+1.31069004240e+007, +3.08227333870e+001, +6.57013189206e+001
+1.31825673860e+007, +3.47286318768e+001, +6.68476647332e+001
+1.32586711780e+007, +3.89121877970e+001, +6.75488881839e+001
+1.33352143220e+007, +4.34397547750e+001, +6.78237862515e+001
+1.34121993540e+007, +4.83843259481e+001, +6.76807186316e+001
+1.34896288260e+007, +5.38360445107e+001, +6.70563941560e+001
+1.35675053030e+007, +5.99175376653e+001, +6.58590533736e+001
+1.36458313660e+007, +6.67632254045e+001, +6.39152604387e+001
+1.37246096100e+007, +7.44734520067e+001, +6.09546384058e+001
+1.38038426460e+007, +8.30005216960e+001, +5.65629774934e+001
+1.38835330990e+007, +9.17725128373e+001, +5.01640490346e+001
+1.39636836110e+007, +9.89093798158e+001, +4.11800780099e+001
+1.40442968360e+007, +1.00603514986e+002, +2.96424940444e+001
+1.41253754460e+007, +9.31782050050e+001, +1.72550486070e+001
+1.42069221290e+007, +7.79659874768e+001, +7.30064824827e+000
+1.42889395850e+007, +6.08897851517e+001, +2.56258745479e+000
+1.43714305340e+007, +4.65724630481e+001, +4.30266319718e+000
+1.44543977070e+007, +3.67964160121e+001, +1.25894760914e+001
+1.45378438560e+007, +3.17606974597e+001, +2.57471472943e+001
+1.46217717450e+007, +3.07412584705e+001, +3.99514081667e+001
+1.47061841540e+007, +3.23990223879e+001, +5.17802764014e+001
+1.47910838820e+007, +3.54700834776e+001, +6.03737291239e+001
+1.48764737410e+007, +3.91585334714e+001, +6.63389591084e+001
+1.49623565610e+007, +4.30728617449e+001, +7.05043434942e+001
+1.50487351880e+007, +4.70253533858e+001, +7.35394157254e+001
+1.51356124840e+007, +5.09361260152e+001, +7.57150966193e+001
+1.52229913290e+007, +5.47846492398e+001, +7.73578915618e+001
+1.53108746170e+007, +5.85620611910e+001, +7.86196811618e+001
+1.53992652610e+007, +6.22711564995e+001, +7.96137520770e+001
+1.54881661890e+007, +6.59208188625e+001, +8.04119643144e+001
+1.55775803480e+007, +6.95206064694e+001, +8.10570760590e+001
+1.56675107010e+007, +7.30859539367e+001, +8.15907148020e+001
+1.57579602270e+007, +7.66141987945e+001, +8.20385743911e+001
+1.58489319250e+007, +8.01219935728e+001, +8.24134799447e+001
+1.59404288070e+007, +8.36163739300e+001, +8.27310586227e+001
+1.60324539070e+007, +8.71058560746e+001, +8.30069904641e+001
+1.61250102730e+007, +9.05940177554e+001, +8.32440266384e+001
+1.62181009740e+007, +9.40861749745e+001, +8.34467508179e+001
+1.63117290920e+007, +9.75972313329e+001, +8.36252899888e+001
+1.64058977320e+007, +1.01123014019e+002, +8.37782439694e+001
+1.65006100130e+007, +1.04677908063e+002, +8.39141899333e+001
+1.65958690740e+007, +1.08259840551e+002, +8.40292723668e+001
+1.66916780720e+007, +1.11871973949e+002, +8.41342020791e+001
+1.67880401810e+007, +1.15528144391e+002, +8.42186907513e+001
+1.68849585950e+007, +1.19236694836e+002, +8.42940976692e+001
+1.69824365250e+007, +1.22996583457e+002, +8.43564263029e+001
+1.70804772010e+007, +1.26804875666e+002, +8.44082257731e+001
+1.71790838720e+007, +1.30672838403e+002, +8.44540205276e+001
+1.72782598050e+007, +1.34615925861e+002, +8.44850769745e+001
+1.73780082870e+007, +1.38634536299e+002, +8.45071720559e+001
+1.74783326240e+007, +1.42733532346e+002, +8.45263577604e+001
+1.75792361400e+007, +1.46915984547e+002, +8.45319118532e+001
+1.76807221770e+007, +1.51202962000e+002, +8.45318687519e+001
+1.77827941000e+007, +1.55598066714e+002, +8.45235358758e+001
+1.78854552910e+007, +1.60112858598e+002, +8.45061298987e+001
+1.79887091510e+007, +1.64739725506e+002, +8.44804556514e+001
+1.80925591030e+007, +1.69515357204e+002, +8.44406452844e+001
+1.81970085860e+007, +1.74439128675e+002, +8.43972296046e+001
+1.83020610630e+007, +1.79503393214e+002, +8.43404286891e+001
+1.84077200150e+007, +1.84759135859e+002, +8.42764425842e+001
+1.85139889420e+007, +1.90229396361e+002, +8.42001050460e+001
+1.86208713670e+007, +1.95929466513e+002, +8.41091766726e+001
+1.87283708300e+007, +2.01851692162e+002, +8.40049759479e+001
+1.88364908950e+007, +2.08066390515e+002, +8.38893444665e+001
+1.89452351440e+007, +2.14541740761e+002, +8.37531143162e+001
+1.90546071800e+007, +2.21366208608e+002, +8.35995355691e+001
+1.91646106270e+007, +2.28574223847e+002, +8.34256770923e+001
+1.92752491320e+007, +2.36215887760e+002, +8.32212753147e+001
+1.93865263600e+007, +2.44340455543e+002, +8.29966846748e+001
+1.94984459980e+007, +2.52968854726e+002, +8.27372729763e+001
+1.96110117550e+007, +2.62261136339e+002, +8.24422496179e+001
+1.97242273610e+007, +2.72247240081e+002, +8.21014058284e+001
+1.98380965680e+007, +2.83115259029e+002, +8.17062987946e+001
+1.99526231500e+007, +2.94958538725e+002, +8.12478479345e+001
+2.00678109000e+007, +3.07971230097e+002, +8.07137520001e+001
+2.01836636370e+007, +3.22347421999e+002, +8.00807336282e+001
+2.03001851990e+007, +3.38428126569e+002, +7.93374278269e+001
+2.04173794470e+007, +3.56548119733e+002, +7.84316912419e+001
+2.05352502650e+007, +3.77183525088e+002, +7.73503788641e+001
+2.06538015580e+007, +4.01000412678e+002, +7.60004170838e+001
+2.07730372560e+007, +4.28702568072e+002, +7.43164832394e+001
+2.08929613090e+007, +4.61433906134e+002, +7.21941879094e+001
+2.10135776900e+007, +5.00529823145e+002, +6.94315984788e+001
+2.11348903980e+007, +5.47478876457e+002, +6.57749810530e+001
+2.12569034520e+007, +6.03008506242e+002, +6.07056536233e+001
+2.13796208950e+007, +6.68122756073e+002, +5.38392070131e+001
+2.15030467930e+007, +7.36005599096e+002, +4.42991425447e+001
+2.16271852370e+007, +7.86337855577e+002, +3.14565874831e+001
+2.17520403400e+007, +7.83034560700e+002, +1.57350934085e+001
+2.18776162390e+007, +7.05363622246e+002, -3.91455053438e-001
+2.20039170960e+007, +5.81735646838e+002, -1.38768609305e+001
+2.21309470960e+007, +4.56852696348e+002, -2.32907437498e+001
+2.22587104480e+007, +3.51016478135e+002, -2.90491839661e+001
+2.23872113860e+007, +2.67746528474e+002, -3.16079318591e+001
+2.25164541670e+007, +2.03462516884e+002, -3.12265762432e+001
+2.26464430760e+007, +1.54319360315e+002, -2.77644500331e+001
+2.27771824190e+007, +1.17548706795e+002, -2.05651936447e+001
+2.29086765280e+007, +9.19445954019e+001, -8.74761848123e+000
+2.30409297610e+007, +7.73734639645e+001, +7.66775497784e+000
+2.31739465000e+007, +7.33371191992e+001, +2.59075212801e+001
+2.33077311530e+007, +7.74325309429e+001, +4.17890320472e+001
+2.34422881530e+007, +8.62811399455e+001, +5.35031283865e+001
+2.35776219600e+007, +9.73311877570e+001, +6.16247589098e+001
+2.37137370570e+007, +1.09179673457e+002, +6.72520325026e+001
+2.38506379550e+007, +1.21180068706e+002, +7.12295419070e+001
+2.39883291900e+007, +1.33002595941e+002, +7.41272263530e+001
+2.41268153260e+007, +1.44572712107e+002, +7.62836277226e+001
+2.42661009510e+007, +1.55841678721e+002, +7.79211598629e+001
+2.44061906800e+007, +1.66816315381e+002, +7.92005474859e+001
+2.45470891570e+007, +1.77533427530e+002, +8.02091307412e+001
+2.46888010490e+007, +1.88008212643e+002, +8.10082271524e+001
+2.48313310530e+007, +1.98330309526e+002, +8.16557909378e+001
+2.49746838920e+007, +2.08489060252e+002, +8.21821428702e+001
+2.51188643150e+007, +2.18522294934e+002, +8.26091340752e+001
+2.52638771010e+007, +2.28502410356e+002, +8.29685266932e+001
+2.54097270550e+007, +2.38423257521e+002, +8.32614203756e+001
+2.55564190110e+007, +2.48358874983e+002, +8.35137157077e+001
+2.57039578280e+007, +2.58291014285e+002, +8.37144565396e+001
+2.58523483960e+007, +2.68298260924e+002, +8.38888012282e+001
+2.60015956320e+007, +2.78438952556e+002, +8.40247489082e+001
+2.61517044810e+007, +2.88685169935e+002, +8.41438242507e+001
+2.63026799190e+007, +2.99116646079e+002, +8.42275745469e+001
+2.64545269470e+007, +3.09703633423e+002, +8.43009748239e+001
+2.66072505980e+007, +3.20545182311e+002, +8.43452438611e+001
+2.67608559320e+007, +3.31643148158e+002, +8.43751095608e+001
+2.69153480390e+007, +3.42990047884e+002, +8.43842747810e+001
+2.70707320390e+007, +3.54666293156e+002, +8.43761846923e+001
+2.72270130810e+007, +3.66575134525e+002, +8.43705988687e+001
+2.73841963430e+007, +3.79032718951e+002, +8.43443676838e+001
+2.75422870330e+007, +3.91852349567e+002, +8.43099507064e+001
+2.77012903920e+007, +4.05129686947e+002, +8.42665857444e+001
+2.78612116860e+007, +4.18932189321e+002, +8.42217035952e+001
+2.80220562170e+007, +4.33484545980e+002, +8.41513051685e+001
+2.81838293130e+007, +4.48563614754e+002, +8.40737513075e+001
+2.83465363350e+007, +4.64406172818e+002, +8.39708865036e+001
+2.85101826750e+007, +4.81053475019e+002, +8.38650095799e+001
+2.86747737560e+007, +4.98594199258e+002, +8.37403072442e+001
+2.88403150310e+007, +5.17103355874e+002, +8.36131344603e+001
+2.90068119870e+007, +5.36767423944e+002, +8.34701201105e+001
+2.91742701400e+007, +5.57699616807e+002, +8.33102220427e+001
+2.93426950400e+007, +5.78886550364e+002, +8.29927166130e+001
+2.95120922670e+007, +6.02425412523e+002, +8.28098859248e+001
+2.96824674350e+007, +6.27796282116e+002, +8.26280568268e+001
+2.98538261890e+007, +6.55344386113e+002, +8.24519493987e+001
+3.00261742090e+007, +6.85765751591e+002, +8.22798672791e+001
+3.01995172040e+007, +7.19777633175e+002, +8.20724353893e+001
+3.03738609190e+007, +7.58650610873e+002, +8.17542457224e+001
+3.05492111320e+007, +8.01761015774e+002, +8.12080278737e+001
+3.07255736530e+007, +8.47094847882e+002, +8.04440742626e+001
+3.09029543250e+007, +8.94949762525e+002, +7.96225806409e+001
+3.10813590270e+007, +9.46998067167e+002, +7.88579438418e+001
+3.12607936710e+007, +1.00559112340e+003, +7.80473019713e+001
+3.14412642030e+007, +1.07252216411e+003, +7.71651457924e+001
+3.16227766020e+007, +1.14911293579e+003, +7.61444371517e+001
+3.18053368830e+007, +1.23733033757e+003, +7.49632245187e+001
+3.19889510970e+007, +1.34085337431e+003, +7.35877183537e+001
+3.21736253270e+007, +1.46267069522e+003, +7.19048318686e+001
+3.23593656930e+007, +1.60873375158e+003, +6.98682364775e+001
+3.25461783500e+007, +1.78463105477e+003, +6.73408541245e+001
+3.27340694880e+007, +2.00037930321e+003, +6.41309378487e+001
+3.29230453330e+007, +2.26788138696e+003, +6.00055940155e+001
+3.31131121480e+007, +2.60402591453e+003, +5.45652676496e+001
+3.33042762310e+007, +3.01825247122e+003, +4.72034023581e+001
+3.34965439160e+007, +3.50444998771e+003, +3.70534192329e+001
+3.36899215740e+007, +3.99041303737e+003, +2.32789002344e+001
+3.38844156140e+007, +4.25996262911e+003, +6.01453220571e+000
+3.40800324800e+007, +4.12309766221e+003, -1.23421333355e+001
+3.42767786550e+007, +3.65536925580e+003, -2.85108881559e+001
+3.44746606570e+007, +3.09192277165e+003, -4.08301624732e+001
+3.46736850450e+007, +2.59012614292e+003, -4.97966199541e+001
+3.48738584140e+007, +2.18122423660e+003, -5.63389010532e+001
+3.50751873950e+007, +1.85807610939e+003, -6.12271275117e+001
+3.52776786620e+007, +1.59873696967e+003, -6.50373134477e+001
+3.54813389230e+007, +1.38870801410e+003, -6.80162909813e+001
+3.56861749280e+007, +1.21211079413e+003, -7.05435845639e+001
+3.58921934650e+007, +1.06345706918e+003, -7.24275664904e+001
+3.60994013590e+007, +9.33994586457e+002, -7.38781563405e+001
+3.63078054770e+007, +8.20718528255e+002, -7.47326060032e+001
+3.65174127250e+007, +7.24614535897e+002, -7.50561758329e+001
+3.67282300500e+007, +6.42622550565e+002, -7.45618097656e+001
+3.69402644360e+007, +5.73453815427e+002, -7.38199314325e+001
+3.71535229100e+007, +5.13095227536e+002, -7.27243976083e+001
+3.73680125380e+007, +4.61039439802e+002, -7.12478995215e+001
+3.75837404290e+007, +4.14746518925e+002, -6.91758315223e+001
+3.78007137300e+007, +3.73477912021e+002, -6.65086412348e+001
+3.80189396320e+007, +3.39514866647e+002, -6.30655505771e+001
+3.82384253660e+007, +3.14083740108e+002, -5.91526001032e+001
+3.84591782050e+007, +2.96828364749e+002, -5.56541054158e+001
+3.86812054630e+007, +2.80339540398e+002, -5.37755053537e+001
+3.89045144990e+007, +2.55019396440e+002, -5.26132442812e+001
+3.91291127130e+007, +2.22140762198e+002, -4.97594265501e+001
+3.93550075460e+007, +1.89455503048e+002, -4.34747495002e+001
+3.95822064840e+007, +1.63335978552e+002, -3.27938594115e+001
+3.98107170550e+007, +1.49265853979e+002, -1.75257310904e+001
+4.00405468330e+007, +1.52373314633e+002, +1.21432025281e-001
+4.02717034330e+007, +1.74681083831e+002, +1.59417888360e+001
+4.05041945140e+007, +2.14624345960e+002, +2.74211916429e+001
+4.07380277800e+007, +2.70348860989e+002, +3.46575152695e+001
+4.09732109810e+007, +3.42077512237e+002, +3.85309302064e+001
+4.12097519100e+007, +4.32145170078e+002, +3.97499951221e+001
+4.14476584040e+007, +5.45346269398e+002, +3.85733512716e+001
+4.16869383470e+007, +6.85663879000e+002, +3.47775330894e+001
+4.19275996680e+007, +8.59356555515e+002, +2.81963454394e+001
+4.21696503430e+007, +1.05707450962e+003, +1.80221391468e+001
+4.24130983910e+007, +1.23763305289e+003, +4.05323059712e+000
+4.26579518800e+007, +1.32720928354e+003, -1.23575030076e+001
+4.29042189240e+007, +1.29086619708e+003, -2.81930239904e+001
+4.31519076830e+007, +1.17348452865e+003, -4.10512533695e+001
+4.34010263640e+007, +1.03679097861e+003, -5.05916467147e+001
+4.36515832240e+007, +9.11381809284e+002, -5.74660005574e+001
+4.39035865640e+007, +8.05734487056e+002, -6.24331464405e+001
+4.41570447350e+007, +7.18099221764e+002, -6.60893949856e+001
+4.44119661370e+007, +6.45483450245e+002, -6.88252941269e+001
+4.46683592150e+007, +5.84851820261e+002, -7.09069317605e+001
+4.49262324670e+007, +5.33264980020e+002, -7.25145344287e+001
+4.51855944370e+007, +4.88941616753e+002, -7.37693811460e+001
+4.54464537210e+007, +4.50282303020e+002, -7.47495261807e+001
+4.57088189610e+007, +4.16097925485e+002, -7.55083375838e+001
+4.59726988530e+007, +3.86540964944e+002, -7.59562126046e+001
+4.62381021400e+007, +3.58918487968e+002, -7.63805958358e+001
+4.65050376170e+007, +3.33683891288e+002, -7.66625716333e+001
+4.67735141290e+007, +3.10406458487e+002, -7.68089816419e+001
+4.70435405730e+007, +2.88806247003e+002, -7.68041946588e+001
+4.73151258960e+007, +2.68476757122e+002, -7.66491848747e+001
+4.75882790990e+007, +2.49233091053e+002, -7.63021388612e+001
+4.78630092320e+007, +2.30818685837e+002, -7.57129443689e+001
+4.81393254000e+007, +2.13129385286e+002, -7.47930260995e+001
+4.84172367580e+007, +1.96029452725e+002, -7.34202565208e+001
+4.86967525170e+007, +1.79504829875e+002, -7.13567076498e+001
+4.89778819370e+007, +1.63808678242e+002, -6.82436108934e+001
+4.92606343350e+007, +1.49709015568e+002, -6.35051613373e+001
+4.95450190800e+007, +1.39179873600e+002, -5.63847833118e+001
+4.98310455970e+007, +1.36698563662e+002, -4.66571873777e+001
+5.01187233630e+007, +1.49283847932e+002, -3.66766321881e+001
+5.04080619100e+007, +1.80507498976e+002, -3.19179462982e+001
+5.06990708270e+007, +2.19079919570e+002, -3.57100396857e+001
+5.09917597570e+007, +2.41012750639e+002, -4.51348146535e+001
+5.12861383990e+007, +2.37546898090e+002, -5.46798150389e+001
+5.15822165070e+007, +2.20206937692e+002, -6.17239976665e+001
+5.18800038930e+007, +1.99707414126e+002, -6.63276874223e+001
+5.21795104240e+007, +1.80265803639e+002, -6.92031293796e+001
+5.24807460250e+007, +1.62858491409e+002, -7.09626663296e+001
+5.27837206780e+007, +1.47385579488e+002, -7.19759282695e+001
+5.30884444230e+007, +1.33518901952e+002, -7.24666490961e+001
+5.33949273570e+007, +1.20881171638e+002, -7.25828654871e+001
+5.37031796370e+007, +1.09181922014e+002, -7.23542038348e+001
+5.40132114760e+007, +9.82412720616e+001, -7.17617813759e+001
+5.43250331490e+007, +8.80078268280e+001, -7.07805009402e+001
+5.46386549880e+007, +7.84144393944e+001, -6.93627112179e+001
+5.49540873860e+007, +6.94077985270e+001, -6.74612105091e+001
+5.52713407940e+007, +6.08749998407e+001, -6.49837453474e+001
+5.55904257270e+007, +5.27710790045e+001, -6.17059507438e+001
+5.59113527570e+007, +4.51009809914e+001, -5.73000725152e+001
+5.62341325190e+007, +3.79727718396e+001, -5.10741048469e+001
+5.65587757090e+007, +3.15887753990e+001, -4.22460616787e+001
+5.68852930840e+007, +2.63278524169e+001, -2.93448790386e+001
+5.72136954650e+007, +2.30599939165e+001, -1.13140715810e+001
+5.75439937340e+007, +2.26733230931e+001, +1.01228034773e+001
+5.78761988350e+007, +2.55437259984e+001, +2.96781649607e+001
+5.82103217770e+007, +3.08997160784e+001, +4.40220364878e+001
+5.85463736320e+007, +3.78176357195e+001, +5.36912111031e+001
+5.88843655360e+007, +4.57113605913e+001, +6.01970066499e+001
+5.92243086880e+007, +5.43376360840e+001, +6.48496317882e+001
+5.95662143530e+007, +6.36736631373e+001, +6.81956555026e+001
+5.99100938610e+007, +7.36700666801e+001, +7.06795897072e+001
+6.02559586070e+007, +8.44297479227e+001, +7.25922957772e+001
+6.06038200530e+007, +9.60739154427e+001, +7.40925580120e+001
+6.09536897240e+007, +1.08899684158e+002, +7.53107184488e+001
+6.13055792150e+007, +1.23458829368e+002, +7.62051164379e+001
+6.16595001860e+007, +1.40157802060e+002, +7.65809705622e+001
+6.20154643650e+007, +1.58777461852e+002, +7.63933018998e+001
+6.23734835480e+007, +1.79440254682e+002, +7.58616528255e+001
+6.27335695980e+007, +2.02897457487e+002, +7.50785914436e+001
+6.30957344480e+007, +2.30420139593e+002, +7.40100019483e+001
+6.34599900980e+007, +2.63701071611e+002, +7.25335332589e+001
+6.38263486190e+007, +3.05276790841e+002, +7.04582028011e+001
+6.41948221510e+007, +3.58849965739e+002, +6.74074153916e+001
+6.45654229030e+007, +4.29728867394e+002, +6.28327898174e+001
+6.49381631580e+007, +5.22986268463e+002, +5.56140617095e+001
+6.53130552650e+007, +6.46803614009e+002, +4.43800899123e+001
+6.56901116480e+007, +7.76510548658e+002, +2.68339932306e+001
+6.60693448010e+007, +8.23147883851e+002, +3.49231739165e+000
+6.64507672910e+007, +7.28783304171e+002, -1.90416791932e+001
+6.68343917570e+007, +5.80616400370e+002, -3.52602682517e+001
+6.72202309110e+007, +4.53020059500e+002, -4.54236589135e+001
+6.76082975390e+007, +3.57858107797e+002, -5.16199337152e+001
+6.79986045000e+007, +2.88616531921e+002, -5.52002980679e+001
+6.83911647280e+007, +2.35441930078e+002, -5.72780283132e+001
+6.87859912310e+007, +1.94066429473e+002, -5.81174651885e+001
+6.91830970920e+007, +1.61015588027e+002, -5.78854019599e+001
+6.95824954700e+007, +1.34086418969e+002, -5.66039362959e+001
+6.99841996000e+007, +1.11842312785e+002, -5.41864033264e+001
+7.03882227940e+007, +9.33574189773e+001, -5.03876262038e+001
+7.07945784380e+007, +7.81192934334e+001, -4.47569723000e+001
+7.12032800000e+007, +6.61691976367e+001, -3.67236146595e+001
+7.16143410210e+007, +5.80164938357e+001, -2.58580692628e+001
+7.20277751240e+007, +5.44513739992e+001, -1.30544625566e+001
+7.24435960070e+007, +5.56317345345e+001, -7.09804925140e-001
+7.28618174510e+007, +6.08071764783e+001, +8.51860014378e+000
+7.32824533140e+007, +6.82290554036e+001, +1.33712580970e+001
+7.37055175340e+007, +7.55847286790e+001, +1.38505737009e+001
+7.41310241300e+007, +7.96110415091e+001, +1.09040934656e+001
+7.45589872030e+007, +7.74213191798e+001, +6.59568122883e+000
+7.49894209330e+007, +6.92446769145e+001, +3.93413206793e+000
+7.54223395850e+007, +5.86272759171e+001, +5.68517115350e+000
+7.58577575030e+007, +4.96290295128e+001, +1.32344507558e+001
+7.62956891160e+007, +4.48030375038e+001, +2.57301027077e+001
+7.67361489360e+007, +4.47983348066e+001, +3.96800514360e+001
+7.71791515590e+007, +4.85619573216e+001, +5.15480258929e+001
+7.76247116630e+007, +5.46546954191e+001, +6.02906448291e+001
+7.80728440140e+007, +6.20086675854e+001, +6.63937264173e+001
+7.85235634610e+007, +7.00372396429e+001, +7.06408683992e+001
+7.89768849400e+007, +7.85058313426e+001, +7.36537974419e+001
+7.94328234720e+007, +8.73230552073e+001, +7.58322492494e+001
+7.98913941670e+007, +9.64396450366e+001, +7.74159800571e+001
+8.03526122190e+007, +1.05973030329e+002, +7.86321361563e+001
+8.08164929110e+007, +1.16092886154e+002, +7.95915903113e+001
+8.12830516160e+007, +1.27078774667e+002, +8.03332935260e+001
+8.17523037940e+007, +1.39240883546e+002, +8.08713298443e+001
+8.22242649950e+007, +1.52978593483e+002, +8.12243512530e+001
+8.26989508570e+007, +1.68937961302e+002, +8.14020207376e+001
+8.31763771100e+007, +1.88228781207e+002, +8.13766888856e+001
+8.36565595760e+007, +2.12622963372e+002, +8.10580171903e+001
+8.41395141650e+007, +2.44874423489e+002, +8.02468081607e+001
+8.46252568810e+007, +2.91894173773e+002, +7.86934446764e+001
+8.51138038200e+007, +3.68098310446e+002, +7.52366445560e+001
+8.56051711720e+007, +5.07535251356e+002, +6.62933694794e+001
+8.60993752180e+007, +7.54459588589e+002, +4.00580879190e+001
+8.65964323360e+007, +6.80494614878e+002, -7.59030357712e+000
+8.70963589960e+007, +3.94176968385e+002, -3.01770281023e+001
+8.75991717630e+007, +2.52012581100e+002, -3.40319794096e+001
+8.81048873010e+007, +1.84832232416e+002, -3.18354519883e+001
+8.86135223660e+007, +1.49164286886e+002, -2.95247769636e+001
+8.91250938130e+007, +1.22777933879e+002, -2.88627796637e+001
+8.96396185950e+007, +9.85815883304e+001, -2.79525046472e+001
+9.01571137610e+007, +7.73388948581e+001, -2.45731456019e+001
+9.06775964580e+007, +6.08180252344e+001, -1.75554745352e+001
+9.12010839360e+007, +4.95406612944e+001, -6.81889088426e+000
+9.17275935390e+007, +4.30482245368e+001, +6.29835024222e+000
+9.22571427150e+007, +3.99447239814e+001, +1.97746509382e+001
+9.27897490130e+007, +3.90520502531e+001, +3.26412487517e+001
+9.33254300800e+007, +3.98134079437e+001, +4.42405707047e+001
+9.38642036670e+007, +4.17307738466e+001, +5.43408963700e+001
+9.44060876290e+007, +4.45616839396e+001, +6.29736018859e+001
+9.49510999200e+007, +4.81743987600e+001, +7.02209343030e+001
+9.54992586020e+007, +5.24384222682e+001, +7.61717183385e+001
+9.60505818390e+007, +5.72966879088e+001, +8.09026171800e+001
+9.66050878990e+007, +6.26861359070e+001, +8.45287772012e+001
+9.71627951580e+007, +6.85348816577e+001, +8.69968606772e+001
+9.77237220960e+007, +7.46161119342e+001, +8.81307356576e+001
+9.82878873000e+007, +8.03121997926e+001, +8.77868668777e+001
+9.88553094660e+007, +8.36772226001e+001, +8.58716412085e+001
+9.94260073950e+007, +8.26190419894e+001, +8.37914793920e+001
+1.00000000000e+008, +7.77363991977e+001, +8.40757933827e+001
END
